Full Name,Political Party,Party Short,Twitter,Notes,Image_Adress
Ali Dinçer Çolak,ZAFER Partisi,ZAFER,https://twitter.com/alidincercolak,Teşkilat İşleri Başkanı,../../images/partiler/zafer.png
Sevda Gül Tunçer,ZAFER Partisi,ZAFER,https://twitter.com/sevdagultuncer,Gençlik Politikaları Başkanı,../../images/partiler/zafer.png
Bartu Soral,ZAFER Partisi,ZAFER,https://twitter.com/bartusoral,Kalkınma Politikaları Başkanı,../../images/partiler/zafer.png
Ayhan Türk,ZAFER Partisi,ZAFER,https://twitter.com/ayhanturkz,Genel Muhasip Yardımcısı,../../images/partiler/zafer.png
Cezmi Polat,ZAFER Partisi,ZAFER,https://twitter.com/cezmi_polat,Genel Sekreter,../../images/partiler/zafer.png
Tuğrul Kihtir,ZAFER Partisi,ZAFER,https://twitter.com/tugrulk_zaferp,Siyaset Akademisi ve Konferans Başkanı,../../images/partiler/zafer.png
Aslan Yaman,ZAFER Partisi,ZAFER,https://twitter.com/draslanyaman,Ekonomi Politikaları Başkanı,../../images/partiler/zafer.png
Feridun Yıldız,ZAFER Partisi,ZAFER,https://twitter.com/feridunyildiz,Genel Sekreter Yardımcısı,../../images/partiler/zafer.png
Fikret Bayır,ZAFER Partisi,ZAFER,https://twitter.com/BayirFikret,Milli Güvenlik Politikaları Başkanı,../../images/partiler/zafer.png
Gürol Ayan,ZAFER Partisi,ZAFER,https://twitter.com/AyanGurol,Tanıtım ve Halkla İlişkiler Başkanı,../../images/partiler/zafer.png
İsmail Türk,ZAFER Partisi,ZAFER,https://twitter.com/ismail_turk55,Mahalli İdareler Başkanı,../../images/partiler/zafer.png
Koçak Tükenmez,ZAFER Partisi,ZAFER,https://twitter.com/KocakTukenmez,Ar-Ge İşleri Başkanı,../../images/partiler/zafer.png
Lütfü Şahsuvaroğlu,ZAFER Partisi,ZAFER,https://twitter.com/lutfusahsuvar,Seçim İşleri Başkanı,../../images/partiler/zafer.png
Murat Yıldız,ZAFER Partisi,ZAFER,https://mobile.twitter.com/muratozgur2001,Hukuk İşleri Başkanı,../../images/partiler/zafer.png
Mustafa Can,ZAFER Partisi,ZAFER,https://mobile.twitter.com/kaptmustafacan,Türk Dünyası Politikaları Başkanı,../../images/partiler/zafer.png
Salih Zeki Altun,ZAFER Partisi,ZAFER,https://mobile.twitter.com/sagaltun,Sivil Toplum Kuruluşları Başkanı,../../images/partiler/zafer.png
Sedat Timur,ZAFER Partisi,ZAFER,https://mobile.twitter.com/sedattimur161,Dış Politikalar Başkanı,../../images/partiler/zafer.png
"Sevda Özbek,ZAFER Partisi,ZAFER,https://twitter.com/sevdaozbk,""Kadın, Aile ve Çocuk Politikaları Başkanı""",,,,,../../images/partiler/undefined.jpg
Seyit Yücel,ZAFER Partisi,ZAFER,https://twitter.com/seyityucel06,Siyasi İşler Başkanı,../../images/partiler/zafer.png
Tuğrul Çağrı Kayalak,ZAFER Partisi,ZAFER,https://twitter.com/TCKayalak,Genel Muhasip Yardımcısı,../../images/partiler/zafer.png
Uğur Batur,ZAFER Partisi,ZAFER,https://twitter.com/ugurbaturr,Basın ve Yayın Başkanı,../../images/partiler/zafer.png
İbrahim Melih GÖKÇEK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/06melihgokcek,,../../images/partiler/akp.png
Meral AKŞENER,IYI Parti,IYI,https://twitter.com/meral_aksener,,../../images/partiler/iyi.png
Osman Nuri KABAKTEPE,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/osmannnurika,,../../images/partiler/akp.png
Adil KARAİSMAİLOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/akaraismailoglu,,../../images/partiler/akp.png
Mustafa VARANK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/varank,,../../images/partiler/akp.png
Fahrettin ALTUN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/fahrettinaltun,,../../images/partiler/akp.png
Derya YANIK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/deryayanikashb,,../../images/partiler/akp.png
Ahmet Yiğit YILDIRIM,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ayyildirim1,,../../images/partiler/mhp.png
Recep Tayyip ERDOĞAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/RTErdogan,,../../images/partiler/akp.png
Mansur YAVAŞ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mansuryavas06,,../../images/partiler/chp.png
Ekrem İMAMOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ekrem_imamoglu,,../../images/partiler/chp.png
Fuat OKTAY,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/fuatoktay,,../../images/partiler/akp.png
Fatma ŞAHİN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/FatmaSahin,,../../images/partiler/akp.png
Fahrettin Koca,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drfahrettinkoca,,../../images/partiler/akp.png
İbrahim Kalın,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ikalin1,,../../images/partiler/akp.png
Canan Kaftancıoğlu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Canan_Kaftanci,,../../images/partiler/chp.png
Tunç Soyer,Cumhuriyet Halk Partisi,CHP,https://twitter.com/tuncsoyer,,../../images/partiler/chp.png
Deniz BAYKAL,Cumhuriyet Halk Partisi,CHP,,Antalya,../../images/partiler/chp.png
Abdüllatif ŞENER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/senerabdullatif,Konya,../../images/partiler/chp.png
Koray AYDIN,IYI Parti,IYI,https://twitter.com/korayaydintr,Ankara,../../images/partiler/iyi.png
İlhan KESİCİ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ilhankesici,İstanbul,../../images/partiler/chp.png
Şamil AYRIM,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/samilayrim,İstanbul,../../images/partiler/akp.png
Abdul Ahat ANDİCAN,IYI Parti,IYI,https://twitter.com/AhatAndican,İstanbul,../../images/partiler/iyi.png
Erdoğan TOPRAK,Cumhuriyet Halk Partisi,CHP,https://twitter.com/EToprakCHP,İstanbul,../../images/partiler/chp.png
Ahmet DEMİRCAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Dr_Demircan,Samsun,../../images/partiler/akp.png
Bedri YAŞAR,IYI Parti,IYI,https://twitter.com/bedriyasartr,Samsun,../../images/partiler/iyi.png
Kemal ÇELİK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/kemalcelik007,Antalya,../../images/partiler/akp.png
Celal ADAN,Milliyetçi Hareket Partisi,MHP,https://twitter.com/celal_adan,İstanbul,../../images/partiler/mhp.png
İbrahim Halil ORAL,IYI Parti,IYI,https://twitter.com/ihaliloral,Ankara,../../images/partiler/iyi.png
Mehmet BEKAROĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Mbekaroglu,İstanbul,../../images/partiler/chp.png
Cemal ENGİNYURT,Demokrat Parti,DP,https://twitter.com/cenginyurt52,Ordu,../../images/partiler/DP-logo.png
Devlet BAHÇELİ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/dbdevletbahceli,Osmaniye,../../images/partiler/mhp.png
Mehmet Metanet ÇULHAOĞLU,IYI Parti,IYI,https://twitter.com/CulhaMetanet,Adana,../../images/partiler/iyi.png
Metin ERGUN,IYI Parti,IYI,https://twitter.com/MetinErgun48,Muğla,../../images/partiler/iyi.png
Nurettin CANİKLİ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nurettincanikli,İstanbul,../../images/partiler/akp.png
Kemal KILIÇDAROĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/kilicdarogluk,İzmir,../../images/partiler/chp.png
Hayati YAZICI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Hayati_Yazici,Rize,../../images/partiler/akp.png
Engin ALTAY,Cumhuriyet Halk Partisi,CHP,https://twitter.com/enginaltaychp,İstanbul,../../images/partiler/chp.png
Yaşar TÜZÜN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yasartuzun06,Bilecik,../../images/partiler/chp.png
Mehmet Akif HAMZAÇEBİ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Akif_Hamzacebi,İstanbul,../../images/partiler/chp.png
Ahmet Haluk KOÇ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/profdrhalukkoc,Ankara,../../images/partiler/chp.png
Recep ÖZEL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/recepozel32,Isparta,../../images/partiler/akp.png
Zülfü DEMİRBAĞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/zulfudemirbag23,Elazığ,../../images/partiler/akp.png
Fetani BATTAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/BattalFetani,Bayburt,../../images/partiler/akp.png
Bayram ÖZÇELİK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Bayramburdur,Burdur,../../images/partiler/akp.png
Polat TÜRKMEN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/polatturkmen67,Zonguldak,../../images/partiler/akp.png
Hacı TURAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/turan_haci,Ankara,../../images/partiler/akp.png
Mehmet Mehdi EKER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/DrMehdiEker,Diyarbakır,../../images/partiler/akp.png
Ramazan CAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ramazancan0071,Kırıkkale,../../images/partiler/akp.png
Feyzi BERDİBEK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/FeyziBerdibek1,Bingöl,../../images/partiler/akp.png
Ahmet UZER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmet_uzer27,Gaziantep,../../images/partiler/akp.png
Mustafa ATAŞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafaatas,İstanbul,../../images/partiler/akp.png
Fahri ÇAKIR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/fahricakir81,Düzce,../../images/partiler/akp.png
Mevlüt ÇAVUŞOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MevlutCavusoglu,Antalya,../../images/partiler/akp.png
Bekir BOZDAĞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/bybekirbozdag,Yozgat,../../images/partiler/akp.png
Binali YILDIRIM,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/BY,İzmir,../../images/partiler/akp.png
İsmail BİLEN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ismailbilen45,Manisa,../../images/partiler/akp.png
Vahit KİLER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Vahit_Kiler,Bitlis,../../images/partiler/akp.png
Orhan ERDEM,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/oerdem42,Konya,../../images/partiler/akp.png
Taner YILDIZ,Adalet ve Kalkınma Partisi,AKP,,Kayseri,../../images/partiler/akp.png
Mustafa ELİTAŞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafaelitas,Kayseri,../../images/partiler/akp.png
Recep AKDAĞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/DrRecepAkdag,Erzurum,../../images/partiler/akp.png
Hakkı KÖYLÜ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/HakkiKoylu37,Kastamonu,../../images/partiler/akp.png
İsmet YILMAZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yilmaz_ismet58,Sivas,../../images/partiler/akp.png
Yıldırım Tuğrul TÜRKEŞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/TugrulTurkes,Ankara,../../images/partiler/akp.png
Süreyya Sadi BİLGİÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/sdbilgic32,Isparta,../../images/partiler/akp.png
Tekin BİNGÖL,Cumhuriyet Halk Partisi,CHP,https://twitter.com/TekinBingolCHP,Ankara,../../images/partiler/chp.png
Cemal TAŞAR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/tasar_cemal,Bitlis,../../images/partiler/akp.png
Şenol SUNAT,IYI Parti,IYI,https://twitter.com/senolsunat,Ankara,../../images/partiler/iyi.png
Faik ÖZTRAK,Cumhuriyet Halk Partisi,CHP,https://twitter.com/faikoztrak,Tekirdağ,../../images/partiler/chp.png
Muharrem VARLI,Milliyetçi Hareket Partisi,MHP,https://twitter.com/muharremvarli01,Adana,../../images/partiler/mhp.png
Lütfi ELVAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/lutfielvan,Mersin,../../images/partiler/akp.png
İsmet BÜYÜKATAMAN,Milliyetçi Hareket Partisi,MHP,https://twitter.com/buyukataman,Bursa,../../images/partiler/mhp.png
Erkan AKÇAY,Milliyetçi Hareket Partisi,MHP,https://twitter.com/erkanakcay45,Manisa,../../images/partiler/mhp.png
Mustafa KALAYCI,Milliyetçi Hareket Partisi,MHP,https://twitter.com/MKalayci42,Konya,../../images/partiler/mhp.png
Fatma KURTULAN,Halkların Demokratik Partisi,HDP,https://twitter.com/fkurtulan33,Mersin,../../images/partiler/hdp.png
Pervin BULDAN,Halkların Demokratik Partisi,HDP,https://twitter.com/PervinBuldan,İstanbul,../../images/partiler/hdp.png
Mehmet ERDOĞAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmeterdogan27,Gaziantep,../../images/partiler/akp.png
Fikri IŞIK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/fikriisik,Kocaeli,../../images/partiler/akp.png
Yılmaz TUNÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yilmaztunc,Bartın,../../images/partiler/akp.png
Behiç ÇELİK,IYI Parti,IYI,https://twitter.com/behiccelik,Mersin,../../images/partiler/iyi.png
Veysel EROĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/VeyselEroglu,Afyonkarahisar,../../images/partiler/akp.png
Cumhur ÜNAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cumhurunal7806,Karabük,../../images/partiler/akp.png
İlknur İNCEÖZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/IlknurInceoz,Aksaray,../../images/partiler/akp.png
Cevdet YILMAZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/_cevdetyilmaz,Bingöl,../../images/partiler/akp.png
Ahmet AYDIN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AhmetAYDIN_02,Adıyaman,../../images/partiler/akp.png
Öznur ÇALIK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/oznurcalik,Malatya,../../images/partiler/akp.png
Canan KALSIN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/canankalsin,İstanbul,../../images/partiler/akp.png
Alev DEDEGİL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/alev_dedegil,İstanbul,../../images/partiler/akp.png
Ahmet Salih DAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetsalihdal,Kilis,../../images/partiler/akp.png
Akif Çağatay KILIÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ackilic76,İstanbul,../../images/partiler/akp.png
Lütfü TÜRKKAN,IYI Parti,IYI,https://twitter.com/LutfuTurkkan,Kocaeli,../../images/partiler/iyi.png
Ekrem ÇELEBİ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ekremcelebi4,Ağrı,../../images/partiler/akp.png
Mehmet Naci BOSTANCI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nacibostanci,Ankara,../../images/partiler/akp.png
Mehmet Kasım GÜLPINAR,Adalet ve Kalkınma Partisi,AKP,,Şanlıurfa,../../images/partiler/akp.png
Halil ÖZCAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/halilozcan63,Şanlıurfa,../../images/partiler/akp.png
Haydar AKAR,Cumhuriyet Halk Partisi,CHP,https://twitter.com/haydarakar,Kocaeli,../../images/partiler/chp.png
Orhan ATALAY,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drorhanatalay56,Ardahan,../../images/partiler/akp.png
Yalçın AKDOĞAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Y_Akdogan,Ankara,../../images/partiler/akp.png
Tanju ÖZCAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/tanjuozcanchp,Bolu,../../images/partiler/chp.png
Levent GÖK,Cumhuriyet Halk Partisi,CHP,https://twitter.com/goklevent,Ankara,../../images/partiler/chp.png
Yunus KILIÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yunuskilic36,Kars,../../images/partiler/akp.png
Ahmet ARSLAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetarslan36,Kars,../../images/partiler/akp.png
Emrullah İŞLER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/emrullahisler,Ankara,../../images/partiler/akp.png
Yusuf BAŞER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avyusufbaser,Yozgat,../../images/partiler/akp.png
Bülent KUŞOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/bkusoglu,Ankara,../../images/partiler/chp.png
Gülay SAMANCI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/gulaysamanci42,Konya,../../images/partiler/akp.png
Edip Semih YALÇIN,Milliyetçi Hareket Partisi,MHP,https://twitter.com/E_SemihYalcin,İstanbul,../../images/partiler/mhp.png
Ziver ÖZDEMİR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Ziverozdemir,Batman,../../images/partiler/akp.png
Bülent TEZCAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/bulenttezcanchp,Aydın,../../images/partiler/chp.png
Hacı Bayram TÜRKOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/HBTurkoglu,Hatay,../../images/partiler/akp.png
Aykut ERDOĞDU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/aykuterdogdu,İstanbul,../../images/partiler/chp.png
Fehmi KÜPÇÜ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/fehmikupcu14,Bolu,../../images/partiler/akp.png
Vedat DEMİRÖZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/vedatdemiroz,İstanbul,../../images/partiler/akp.png
Sermin BALIK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/SerminBalik23,Elazığ,../../images/partiler/akp.png
Abdullah Nejat KOÇER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nejatkocer,Gaziantep,../../images/partiler/akp.png
Mahmut TANAL,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Mtanal,İstanbul,../../images/partiler/chp.png
Derya BAKBAK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/deryabakbak27,Gaziantep,../../images/partiler/akp.png
İsmail GÜNEŞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ismailgunes64,Uşak,../../images/partiler/akp.png
Ali ŞAHİN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AliSahin501,Gaziantep,../../images/partiler/akp.png
Bülent TURAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/turanbulent,Çanakkale,../../images/partiler/akp.png
Mehmet MUŞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmedmus,İstanbul,../../images/partiler/akp.png
Aytun ÇIRAY,IYI Parti,IYI,https://twitter.com/TCAytunCiray,İzmir,../../images/partiler/iyi.png
Mehmet ALTAY,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetaltay64,Uşak,../../images/partiler/akp.png
Engin ÖZKOÇ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/enginozkoc,Sakarya,../../images/partiler/chp.png
Mehmet Doğan KUBAT,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mdogankubat,İstanbul,../../images/partiler/akp.png
Tufan KÖSE,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AvTufanKose,Çorum,../../images/partiler/chp.png
Nabi AVCI,Adalet ve Kalkınma Partisi,AKP,,Eskişehir,../../images/partiler/akp.png
Fatih ŞAHİN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/_fatihsahin,Ankara,../../images/partiler/akp.png
Ali İhsan YAVUZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/aliihsanyavuz54,Sakarya,../../images/partiler/akp.png
Şirin ÜNAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/SIRIN_UNAL,İstanbul,../../images/partiler/akp.png
Gürsel TEKİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gurseltekin34,İstanbul,../../images/partiler/chp.png
Candan YÜCEER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/CandanYceer,Tekirdağ,../../images/partiler/chp.png
Hakan ÇAVUŞOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Hakan_cavusoglu,Bursa,../../images/partiler/akp.png
